mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf,param_clf__C,param_clf__kernel,param_ct1__num_pipe__reduce_dim,param_clf__min_samples_split,param_clf__min_samples_leaf,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
37.06011619567871,0.5160830988223201,3.180969572067261,0.07154594126064097,"HistGradientBoostingClassifier(min_samples_leaf=50, random_state=42)",,,passthrough,,50,"{'clf': HistGradientBoostingClassifier(min_samples_leaf=50, random_state=42), 'clf__min_samples_leaf': 50, 'ct1__num_pipe__reduce_dim': 'passthrough'}",0.6611839009588297,0.5461060961759606,0.5967888920207443,0.6335864152554331,0.4763406378672622,0.5828011884556459,0.06572522097411934,1
29.0282386302948,0.9062239845800741,3.118442440032959,0.30727692823902275,"HistGradientBoostingClassifier(min_samples_leaf=50, random_state=42)",,,passthrough,,100,"{'clf': HistGradientBoostingClassifier(min_samples_leaf=50, random_state=42), 'clf__min_samples_leaf': 100, 'ct1__num_pipe__reduce_dim': 'passthrough'}",0.6807584737405683,0.5020390101622265,0.608742383236003,0.6099642659977554,0.47597776727967245,0.5754963800832452,0.07572764321729913,2
22.30595965385437,0.8057130003914946,3.2521385669708254,0.4400460517948966,"HistGradientBoostingClassifier(min_samples_leaf=50, random_state=42)",,,passthrough,,250,"{'clf': HistGradientBoostingClassifier(min_samples_leaf=50, random_state=42), 'clf__min_samples_leaf': 250, 'ct1__num_pipe__reduce_dim': 'passthrough'}",0.6148234697962479,0.47972638904563547,0.6143589354368868,0.6330392118987394,0.498687537019242,0.5681271086393502,0.06506620387783686,3
15.249069595336914,0.2900308630298187,2.4117884159088137,0.08395979577991233,RandomForestClassifier(random_state=42),,,passthrough,2,,"{'clf': RandomForestClassifier(random_state=42), 'clf__min_samples_split': 2, 'ct1__num_pipe__reduce_dim': 'passthrough'}",0.6163877475999897,0.44473248267995336,0.5978341861113139,0.6091493659846732,0.5561898409358107,0.5648587246623482,0.06357632535669257,4
14.748375844955444,0.18261589835216793,2.774700880050659,0.14776829197144492,RandomForestClassifier(random_state=42),,,passthrough,20,,"{'clf': RandomForestClassifier(random_state=42), 'clf__min_samples_split': 20, 'ct1__num_pipe__reduce_dim': 'passthrough'}",0.5773016618314897,0.45447169459769937,0.5742924081961344,0.5518588385930585,0.48960145971381924,0.5295052125864403,0.049015133095290604,5
43.95797142982483,1.0638325589391582,3.1374934673309327,0.2559065919532424,"HistGradientBoostingClassifier(min_samples_leaf=50, random_state=42)",,,passthrough,,5,"{'clf': HistGradientBoostingClassifier(min_samples_leaf=50, random_state=42), 'clf__min_samples_leaf': 5, 'ct1__num_pipe__reduce_dim': 'passthrough'}",0.5932635295298836,0.4321408694169113,0.49368525202959335,0.6227727109327377,0.46396341947148007,0.5211651562761211,0.07412796782698526,6
10.649555206298828,0.6964851085942801,2.4469997882843018,0.16012365656555247,DecisionTreeClassifier(random_state=42),,,passthrough,2,,"{'clf': DecisionTreeClassifier(random_state=42), 'clf__min_samples_split': 2, 'ct1__num_pipe__reduce_dim': 'passthrough'}",0.3518878485646777,0.1787356613942333,0.44314267082918696,0.5309890989286886,0.4499842498596773,0.39094790591529277,0.12031695137116033,7
11.82599196434021,0.4427108739493782,2.9517001152038573,0.2978229921840916,DecisionTreeClassifier(random_state=42),,,passthrough,20,,"{'clf': DecisionTreeClassifier(random_state=42), 'clf__min_samples_split': 20, 'ct1__num_pipe__reduce_dim': 'passthrough'}",0.3601681305702977,0.18495024864726944,0.39311765312714336,0.5183934467759859,0.3962895013578941,0.3705837960957181,0.10731686806517811,8
13.649741649627686,0.5296992705150864,2.5671424865722656,0.21765586307196177,RandomForestClassifier(random_state=42),,,passthrough,200,,"{'clf': RandomForestClassifier(random_state=42), 'clf__min_samples_split': 200, 'ct1__num_pipe__reduce_dim': 'passthrough'}",0.2860654730099633,0.25628509461467797,0.3484320337286856,0.3359305402760652,0.3321986969226833,0.3117823677104151,0.03488399274771126,9
15.696370267868042,0.25554022851627045,2.454060983657837,0.06480456547477208,RandomForestClassifier(random_state=42),,,PCA(n_components=0.95),2,,"{'clf': RandomForestClassifier(random_state=42), 'clf__min_samples_split': 2, 'ct1__num_pipe__reduce_dim': PCA(n_components=0.95)}",0.33022682119405855,0.24880791176573744,0.3530721476012164,0.2697731073540618,0.34017575975563275,0.3084111495341414,0.04129155602984797,10
16.081178188323975,0.5277819301255157,2.526797866821289,0.11186314393009775,RandomForestClassifier(random_state=42),,,PCA(n_components=0.95),20,,"{'clf': RandomForestClassifier(random_state=42), 'clf__min_samples_split': 20, 'ct1__num_pipe__reduce_dim': PCA(n_components=0.95)}",0.27067453244595263,0.2991968593605016,0.31760323362720283,0.3153551176759185,0.3234255466619902,0.3052510579543132,0.019063943680890327,11
11.84608006477356,0.31631998918308485,2.7626349925994873,0.16514963574535077,DecisionTreeClassifier(random_state=42),,,passthrough,200,,"{'clf': DecisionTreeClassifier(random_state=42), 'clf__min_samples_split': 200, 'ct1__num_pipe__reduce_dim': 'passthrough'}",0.3108922500234012,0.164517387062584,0.2727364085247768,0.4036532302248944,0.2926187135884254,0.2888835978848164,0.07667866259170435,12
35.89597434997559,1.416296020715489,3.0484049320220947,0.27784859942705087,"HistGradientBoostingClassifier(min_samples_leaf=50, random_state=42)",,,PCA(n_components=0.95),,5,"{'clf': HistGradientBoostingClassifier(min_samples_leaf=50, random_state=42), 'clf__min_samples_leaf': 5, 'ct1__num_pipe__reduce_dim': PCA(n_components=0.95)}",0.28284566408325595,0.197273170922673,0.3056683224475306,0.19984688744899934,0.3590696561214392,0.26894074020477965,0.06257105507376323,13
28.77204484939575,1.2655950765850967,3.1960713863372803,0.20055465262797975,"HistGradientBoostingClassifier(min_samples_leaf=50, random_state=42)",,,PCA(n_components=0.95),,100,"{'clf': HistGradientBoostingClassifier(min_samples_leaf=50, random_state=42), 'clf__min_samples_leaf': 100, 'ct1__num_pipe__reduce_dim': PCA(n_components=0.95)}",0.29516810243750824,0.23641798672799785,0.22717133236858894,0.17866393319297197,0.3514197166346653,0.2577682142723465,0.05969731017893294,14
29.415699577331544,1.188714699120735,3.1626426696777346,0.1875734008907029,"HistGradientBoostingClassifier(min_samples_leaf=50, random_state=42)",,,PCA(n_components=0.95),,50,"{'clf': HistGradientBoostingClassifier(min_samples_leaf=50, random_state=42), 'clf__min_samples_leaf': 50, 'ct1__num_pipe__reduce_dim': PCA(n_components=0.95)}",0.3040447568754586,0.19109814571290848,0.23984691765286986,0.18759316969204087,0.34780568126440137,0.25407773423953584,0.0630408969469367,15
11.177406215667725,0.34489983847872246,2.714386796951294,0.0650939204595807,DecisionTreeClassifier(random_state=42),,,PCA(n_components=0.95),2,,"{'clf': DecisionTreeClassifier(random_state=42), 'clf__min_samples_split': 2, 'ct1__num_pipe__reduce_dim': PCA(n_components=0.95)}",0.28456074998301134,0.20407156818272548,0.2697522720685985,0.23979969237943238,0.2572096334431459,0.2510787832113827,0.02772805353538946,16
12.885079908370972,0.09635638754213753,2.532767963409424,0.06824402792872349,RandomForestClassifier(random_state=42),,,PCA(n_components=0.95),200,,"{'clf': RandomForestClassifier(random_state=42), 'clf__min_samples_split': 200, 'ct1__num_pipe__reduce_dim': PCA(n_components=0.95)}",0.14586925968682735,0.22953601727268041,0.2226251061876773,0.27027982481193175,0.22213599758543578,0.2180892411089105,0.040268006502444664,17
12.15875415802002,0.4329448769891922,2.8500411987304686,0.18371930994197547,DecisionTreeClassifier(random_state=42),,,PCA(n_components=0.95),20,,"{'clf': DecisionTreeClassifier(random_state=42), 'clf__min_samples_split': 20, 'ct1__num_pipe__reduce_dim': PCA(n_components=0.95)}",0.2469187352162959,0.16925152634150892,0.19890484046237095,0.21867465065009264,0.2455073447965485,0.21585141949336334,0.029364465697842068,18
18.586555433273315,0.7428430241971932,3.1015199184417725,0.48751598045462674,"HistGradientBoostingClassifier(min_samples_leaf=50, random_state=42)",,,PCA(n_components=0.95),,250,"{'clf': HistGradientBoostingClassifier(min_samples_leaf=50, random_state=42), 'clf__min_samples_leaf': 250, 'ct1__num_pipe__reduce_dim': PCA(n_components=0.95)}",0.27372902930099624,0.14669686298964885,0.18972392678975142,0.17231874270980416,0.2918982870790394,0.21487336977384802,0.05742517459879996,19
14.581309080123901,0.6998987320327108,3.000477647781372,0.18443323709614787,SVC(),1.0,poly,passthrough,,,"{'clf': SVC(), 'clf__C': 1.0, 'clf__kernel': 'poly', 'ct1__num_pipe__reduce_dim': 'passthrough'}",0.3439983913542574,0.11412149303210754,0.11500413565773837,0.1598064978499761,0.30936221624546,0.20845854682790793,0.09854220264631752,20
11.067228555679321,0.10698756087990749,2.596085023880005,0.08197789287157978,LinearSVC(dual=False),0.1,,passthrough,,,"{'clf': LinearSVC(dual=False), 'clf__C': 0.1, 'ct1__num_pipe__reduce_dim': 'passthrough'}",0.32191292544815214,0.10915254893272867,0.11799890741595867,0.14731053053496582,0.32319879951780295,0.20391474236992163,0.09769104185926543,21
12.931488704681396,0.3568961755203232,2.9282126903533934,0.0634353012441234,SVC(),10.0,poly,passthrough,,,"{'clf': SVC(), 'clf__C': 10.0, 'clf__kernel': 'poly', 'ct1__num_pipe__reduce_dim': 'passthrough'}",0.3362159918787568,0.10910307077834532,0.11142286975592737,0.16309772932920857,0.28841587468602603,0.20165110728565283,0.09362528492723232,22
13.643135070800781,0.5284007247066098,3.2096421241760256,0.38691906013634764,SVC(),100.0,poly,passthrough,,,"{'clf': SVC(), 'clf__C': 100.0, 'clf__kernel': 'poly', 'ct1__num_pipe__reduce_dim': 'passthrough'}",0.34092600880618396,0.11456074159914462,0.10558659217877095,0.16253907011133148,0.27753057722280977,0.20022859798364817,0.09326086939116712,23
12.130102348327636,0.18309153205274337,3.0097400188446044,0.06969152747132912,SVC(),1.0,sigmoid,PCA(n_components=0.95),,,"{'clf': SVC(), 'clf__C': 1.0, 'clf__kernel': 'sigmoid', 'ct1__num_pipe__reduce_dim': PCA(n_components=0.95)}",0.19811741282166745,0.18336498796749695,0.1946575278155955,0.1478499484274076,0.2611609293924878,0.19703016128493106,0.036674234067137636,24
12.50020751953125,0.2838808767354087,2.9552973747253417,0.13344276079731868,SVC(),100.0,sigmoid,PCA(n_components=0.95),,,"{'clf': SVC(), 'clf__C': 100.0, 'clf__kernel': 'sigmoid', 'ct1__num_pipe__reduce_dim': PCA(n_components=0.95)}",0.2291521694877144,0.16940202848202676,0.12860546453218158,0.14498905144814916,0.29283575595006955,0.1929968939800283,0.06046937921837985,25
11.81607527732849,0.15579389698694776,2.9484729290008547,0.06583836892919664,SVC(),10.0,sigmoid,PCA(n_components=0.95),,,"{'clf': SVC(), 'clf__C': 10.0, 'clf__kernel': 'sigmoid', 'ct1__num_pipe__reduce_dim': PCA(n_components=0.95)}",0.22809734114604358,0.14727309189403232,0.17413619078916484,0.15664549070964062,0.2578920311626711,0.1928088291403105,0.04292099742799111,26
11.703473615646363,0.08253664467564634,2.756988525390625,0.04576274642559821,SVC(),0.1,poly,passthrough,,,"{'clf': SVC(), 'clf__C': 0.1, 'clf__kernel': 'poly', 'ct1__num_pipe__reduce_dim': 'passthrough'}",0.27189310092029817,0.10731408499200581,0.11733769681612612,0.1361799029626906,0.32180460938399386,0.19090587901502293,0.08841742547604504,27
11.724845361709594,0.2523070672446495,3.1301507472991945,0.2711738576237419,DecisionTreeClassifier(random_state=42),,,PCA(n_components=0.95),200,,"{'clf': DecisionTreeClassifier(random_state=42), 'clf__min_samples_split': 200, 'ct1__num_pipe__reduce_dim': PCA(n_components=0.95)}",0.21824653650662387,0.19364378583405858,0.17733322379231023,0.11086162440911043,0.23124882418238552,0.1862667989448977,0.042109987547671375,28
10.694109582901001,0.5229132570393961,2.7087127685546877,0.31159187693474477,LinearSVC(dual=False),1.0,,PCA(n_components=0.95),,,"{'clf': LinearSVC(dual=False), 'clf__C': 1.0, 'ct1__num_pipe__reduce_dim': PCA(n_components=0.95)}",0.3115578979150334,0.128564488705368,0.11737915958222007,0.1016575603167782,0.2578340947442071,0.18339864025272137,0.08486741702552753,29
13.582948923110962,0.5370286375408377,3.1832058429718018,0.1544786081938348,SVC(),1.0,poly,PCA(n_components=0.95),,,"{'clf': SVC(), 'clf__C': 1.0, 'clf__kernel': 'poly', 'ct1__num_pipe__reduce_dim': PCA(n_components=0.95)}",0.27584549635584976,0.1100558659217877,0.11920182433691699,0.10553788316946211,0.29014082074902786,0.1801563781066089,0.08420266527278371,30
11.909428071975707,0.3292302474900307,2.977393865585327,0.34675463175658483,LinearSVC(dual=False),1.0,,passthrough,,,"{'clf': LinearSVC(dual=False), 'clf__C': 1.0, 'ct1__num_pipe__reduce_dim': 'passthrough'}",0.2741435972052186,0.10446927374301676,0.11279370536353776,0.10250936214623366,0.30388554560025,0.17956029681165137,0.089928921056126,31
13.538956212997437,0.2947970790791104,3.4552129745483398,0.23492787383495858,SVC(),0.1,sigmoid,PCA(n_components=0.95),,,"{'clf': SVC(), 'clf__C': 0.1, 'clf__kernel': 'sigmoid', 'ct1__num_pipe__reduce_dim': PCA(n_components=0.95)}",0.180419218988941,0.14620761834002485,0.17151296438957053,0.09451497009184646,0.30147904285911126,0.17882676293389882,0.06822330443853351,32
11.066758871078491,0.1481307307803405,2.642280864715576,0.08019012025511878,LinearSVC(dual=False),0.001,,passthrough,,,"{'clf': LinearSVC(dual=False), 'clf__C': 0.001, 'ct1__num_pipe__reduce_dim': 'passthrough'}",0.22302368777760512,0.12798447605345833,0.12215625642271258,0.1164940983744277,0.29710484326507774,0.17735267237865632,0.07157381260236836,33
11.268780755996705,0.2572118908163367,2.6090816974639894,0.07229585570211772,LinearSVC(dual=False),0.01,,passthrough,,,"{'clf': LinearSVC(dual=False), 'clf__C': 0.01, 'ct1__num_pipe__reduce_dim': 'passthrough'}",0.2666557660535022,0.11001903124808152,0.11611450245164115,0.10499089365011154,0.28793213571425597,0.17714246582351847,0.08212526897633678,34
11.668188858032227,0.10102807896277757,2.979939413070679,0.14717931833530873,SVC(),0.1,poly,PCA(n_components=0.95),,,"{'clf': SVC(), 'clf__C': 0.1, 'clf__kernel': 'poly', 'ct1__num_pipe__reduce_dim': PCA(n_components=0.95)}",0.24694070464534948,0.11011658974981783,0.11165651384150004,0.11564883954622267,0.29261088176329986,0.17539470590923797,0.07842425637754165,35
12.866673898696899,0.536442774830349,3.136144733428955,0.22644856586526227,SVC(),1.0,sigmoid,passthrough,,,"{'clf': SVC(), 'clf__C': 1.0, 'clf__kernel': 'sigmoid', 'ct1__num_pipe__reduce_dim': 'passthrough'}",0.21432809688694884,0.1118417077785693,0.09550725318060185,0.17213748085390695,0.2783993520998894,0.17444277815998327,0.06716075256816811,36
10.878457927703858,0.21460097858278324,2.7640023708343504,0.18778618933463445,LinearSVC(dual=False),0.001,,PCA(n_components=0.95),,,"{'clf': LinearSVC(dual=False), 'clf__C': 0.001, 'ct1__num_pipe__reduce_dim': PCA(n_components=0.95)}",0.2078151856350007,0.1510808841389361,0.11330899486716828,0.1111392857810152,0.2849764031224705,0.17366415070891816,0.06575533168315129,37
13.980206489562988,0.4533496175827925,3.3299218654632567,0.13873308281839833,SVC(),0.1,sigmoid,passthrough,,,"{'clf': SVC(), 'clf__C': 0.1, 'clf__kernel': 'sigmoid', 'ct1__num_pipe__reduce_dim': 'passthrough'}",0.1782318258223646,0.11929338896112247,0.12526463342198674,0.11750775782901883,0.30080932339115046,0.1682213858851286,0.0699869610936586,38
11.082570886611938,0.34857084139584277,2.5072919845581056,0.13233227548426463,LinearSVC(dual=False),10.0,,PCA(n_components=0.95),,,"{'clf': LinearSVC(dual=False), 'clf__C': 10.0, 'ct1__num_pipe__reduce_dim': PCA(n_components=0.95)}",0.3019857532233308,0.1105538013116347,0.11737915958222007,0.10138283504205292,0.2070158867349879,0.1676634871788453,0.07716765796047788,39
11.677008008956909,0.5240465493433679,2.5698986053466797,0.07269151981220821,LinearSVC(dual=False),100.0,,passthrough,,,"{'clf': LinearSVC(dual=False), 'clf__C': 100.0, 'ct1__num_pipe__reduce_dim': 'passthrough'}",0.2202517714541346,0.10250936214623366,0.10530265823561913,0.10139204371047947,0.29104539058618195,0.16410024522652977,0.07803970204968058,40
10.95244255065918,0.1766997648053732,2.7206235408782957,0.1423606396630463,LinearSVC(dual=False),10.0,,passthrough,,,"{'clf': LinearSVC(dual=False), 'clf__C': 10.0, 'ct1__num_pipe__reduce_dim': 'passthrough'}",0.23102551163676582,0.10362668058198785,0.10641076800294677,0.10195070292835655,0.2772809907348256,0.1640589307769765,0.07501540816991707,41
10.61606068611145,0.12901745566360953,2.5694024562835693,0.14686977937423706,LinearSVC(dual=False),100.0,,PCA(n_components=0.95),,,"{'clf': LinearSVC(dual=False), 'clf__C': 100.0, 'ct1__num_pipe__reduce_dim': PCA(n_components=0.95)}",0.29817249591755746,0.1080959543250046,0.11737915958222007,0.10138283504205292,0.19368255340165455,0.16374259965369792,0.07497020180573145,42
13.567924737930298,0.4041869151977449,3.6161828994750977,0.5455818179727469,SVC(),100.0,poly,PCA(n_components=0.95),,,"{'clf': SVC(), 'clf__C': 100.0, 'clf__kernel': 'poly', 'ct1__num_pipe__reduce_dim': PCA(n_components=0.95)}",0.26111299282014844,0.11325135588314914,0.1075372951071275,0.1005586592178771,0.2257859442300087,0.1616492494516622,0.06783667412532728,43
12.119530725479127,0.24862959275654548,2.9905909061431886,0.1717425276723782,SVC(),10.0,poly,PCA(n_components=0.95),,,"{'clf': SVC(), 'clf__C': 10.0, 'clf__kernel': 'poly', 'ct1__num_pipe__reduce_dim': PCA(n_components=0.95)}",0.22991756970597912,0.11385627846451389,0.10430741611788105,0.10083338449260237,0.24363459316561417,0.15850984838931811,0.0641929969633226,44
12.574050903320312,0.18692236483275668,3.611242151260376,0.18408078216362025,SVC(),100.0,sigmoid,passthrough,,,"{'clf': SVC(), 'clf__C': 100.0, 'clf__kernel': 'sigmoid', 'ct1__num_pipe__reduce_dim': 'passthrough'}",0.2234563258957214,0.10929355225208859,0.09388878456410496,0.08973395026026605,0.2754920092120874,0.1583729244368537,0.07646048261584242,45
11.777392244338989,0.1998351567328147,3.118449306488037,0.16842846968129943,SVC(),10.0,sigmoid,passthrough,,,"{'clf': SVC(), 'clf__C': 10.0, 'clf__kernel': 'sigmoid', 'ct1__num_pipe__reduce_dim': 'passthrough'}",0.23428781938998675,0.06335204715843101,0.08997643507245015,0.12733015649491622,0.25385924963599604,0.15376114155035603,0.07673990772271444,46
10.681271696090699,0.09975361609492713,2.5741021633148193,0.057275125677922194,LinearSVC(dual=False),0.01,,PCA(n_components=0.95),,,"{'clf': LinearSVC(dual=False), 'clf__C': 0.01, 'ct1__num_pipe__reduce_dim': PCA(n_components=0.95)}",0.21300219623608313,0.11731843575418995,0.12023317949963566,0.10221621953465529,0.20181147192383148,0.15091630058967911,0.04666250151769588,47
11.00013999938965,0.3113296247104831,2.7272159576416017,0.15345616611054325,LinearSVC(dual=False),0.1,,PCA(n_components=0.95),,,"{'clf': LinearSVC(dual=False), 'clf__C': 0.1, 'ct1__num_pipe__reduce_dim': PCA(n_components=0.95)}",0.24100744666412618,0.11173184357541899,0.11737915958222007,0.1016575603167782,0.18033728443840805,0.15042265891539028,0.053042201072073275,48
11.848012208938599,0.18590443062683648,2.877059268951416,0.059004688997221,SVC(),0.01,poly,passthrough,,,"{'clf': SVC(), 'clf__C': 0.01, 'clf__kernel': 'poly', 'ct1__num_pipe__reduce_dim': 'passthrough'}",0.21222122528746418,0.10813826081618164,0.11433443073236468,0.11775145740699351,0.1679596246450179,0.1440809997776044,0.04020761796861682,49
11.75426106452942,0.4303922509703642,2.8650017261505125,0.12777784767345024,SVC(),0.01,poly,PCA(n_components=0.95),,,"{'clf': SVC(), 'clf__C': 0.01, 'clf__kernel': 'poly', 'ct1__num_pipe__reduce_dim': PCA(n_components=0.95)}",0.20166999068111383,0.11093155690556711,0.11557396596925362,0.12595838285948613,0.1608239700374532,0.14299157329057477,0.03414923266865962,50
10.054849433898926,0.23762227958994855,2.352272653579712,0.03477242014253386,SVC(),0.001,poly,passthrough,,,"{'clf': SVC(), 'clf__C': 0.001, 'clf__kernel': 'poly', 'ct1__num_pipe__reduce_dim': 'passthrough'}",0.1504080067218918,0.11966751368621661,0.11289320346886536,0.14818523907346887,0.1,0.12623079259008854,0.01987741329754706,51
9.934069108963012,0.31902738366718364,2.5623741149902344,0.2149843331171388,SVC(),0.001,poly,PCA(n_components=0.95),,,"{'clf': SVC(), 'clf__C': 0.001, 'clf__kernel': 'poly', 'ct1__num_pipe__reduce_dim': PCA(n_components=0.95)}",0.15363594023858737,0.12083087546410357,0.11291162080571845,0.12900705618608282,0.10112359550561797,0.12350181764002204,0.017654710551167498,52
12.105409908294678,0.276651778471043,3.0423458099365233,0.0889395273144073,SVC(),0.01,sigmoid,PCA(n_components=0.95),,,"{'clf': SVC(), 'clf__C': 0.01, 'clf__kernel': 'sigmoid', 'ct1__num_pipe__reduce_dim': PCA(n_components=0.95)}",0.11880714175773435,0.1,0.10081496715574927,0.10422811339741142,0.12134831460674159,0.10903970738352733,0.009158806517349944,53
13.173556089401245,0.3588520790925624,3.006792497634888,0.056637286588974774,SVC(),0.01,sigmoid,passthrough,,,"{'clf': SVC(), 'clf__C': 0.01, 'clf__kernel': 'sigmoid', 'ct1__num_pipe__reduce_dim': 'passthrough'}",0.12098507003232262,0.10054945054945055,0.10081496715574927,0.09931241942415128,0.11853932584269664,0.10804024660087408,0.00961551636022065,54
12.68267855644226,0.10608986513499098,3.9843801975250246,0.3771179321412213,SVC(),100.0,rbf,PCA(n_components=0.95),,,"{'clf': SVC(), 'clf__C': 100.0, 'clf__kernel': 'rbf', 'ct1__num_pipe__reduce_dim': PCA(n_components=0.95)}",0.12226885781603343,0.1,0.1,0.09972527472527473,0.1065413425525785,0.10570709501877733,0.008670778477515096,55
12.769424104690552,0.20568525145173827,3.9439914226531982,0.09712887197846747,SVC(),100.0,rbf,passthrough,,,"{'clf': SVC(), 'clf__C': 100.0, 'clf__kernel': 'rbf', 'ct1__num_pipe__reduce_dim': 'passthrough'}",0.10798013284237695,0.1,0.1,0.1,0.11931466161803242,0.10545895889208187,0.007586007021798477,56
13.067607259750366,0.2213515560280322,3.869003963470459,0.1824864867362944,SVC(),10.0,rbf,PCA(n_components=0.95),,,"{'clf': SVC(), 'clf__C': 10.0, 'clf__kernel': 'rbf', 'ct1__num_pipe__reduce_dim': PCA(n_components=0.95)}",0.11281649758940282,0.1,0.1,0.1,0.10152179281392763,0.10286765808066609,0.005009214499093493,57
12.78923192024231,0.305000844272032,4.346847867965698,0.25556495198455,SVC(),10.0,rbf,passthrough,,,"{'clf': SVC(), 'clf__C': 10.0, 'clf__kernel': 'rbf', 'ct1__num_pipe__reduce_dim': 'passthrough'}",0.10514205767553467,0.1,0.1,0.1,0.10771336653359125,0.10257108484182517,0.003252211373841934,58
14.444813442230224,0.7086779444338188,4.543414688110351,0.5152002181195723,SVC(),1.0,rbf,PCA(n_components=0.95),,,"{'clf': SVC(), 'clf__C': 1.0, 'clf__kernel': 'rbf', 'ct1__num_pipe__reduce_dim': PCA(n_components=0.95)}",0.10256410256410256,0.1,0.1,0.1,0.1002870724780837,0.10057023500843724,0.001003114424447506,59
14.228724670410156,0.3650101092659491,4.524194574356079,0.1564603549139175,SVC(),1.0,rbf,passthrough,,,"{'clf': SVC(), 'clf__C': 1.0, 'clf__kernel': 'rbf', 'ct1__num_pipe__reduce_dim': 'passthrough'}",0.10256410256410256,0.1,0.1,0.1,0.09972527472527473,0.10045787545787546,0.0010584749653333217,60
11.872981071472168,0.18521475522207295,3.790183258056641,0.1662210806428424,SVC(),0.1,rbf,PCA(n_components=0.95),,,"{'clf': SVC(), 'clf__C': 0.1, 'clf__kernel': 'rbf', 'ct1__num_pipe__reduce_dim': PCA(n_components=0.95)}",0.1,0.1,0.1,0.1,0.1,0.1,0.0,61
11.893414211273193,0.15813867152323052,3.9909835338592528,0.10514729165107352,SVC(),0.1,rbf,passthrough,,,"{'clf': SVC(), 'clf__C': 0.1, 'clf__kernel': 'rbf', 'ct1__num_pipe__reduce_dim': 'passthrough'}",0.1,0.1,0.1,0.1,0.1,0.1,0.0,61
11.728723573684693,0.1831036582326661,3.90495080947876,0.13159334170834572,SVC(),0.01,rbf,PCA(n_components=0.95),,,"{'clf': SVC(), 'clf__C': 0.01, 'clf__kernel': 'rbf', 'ct1__num_pipe__reduce_dim': PCA(n_components=0.95)}",0.1,0.1,0.1,0.1,0.1,0.1,0.0,61
12.016172122955322,0.14253120870102015,4.049432563781738,0.1940826182575918,SVC(),0.01,rbf,passthrough,,,"{'clf': SVC(), 'clf__C': 0.01, 'clf__kernel': 'rbf', 'ct1__num_pipe__reduce_dim': 'passthrough'}",0.1,0.1,0.1,0.1,0.1,0.1,0.0,61
11.183365964889527,0.17033463077034686,3.0201351165771486,0.18364057639610862,SVC(),0.001,sigmoid,PCA(n_components=0.95),,,"{'clf': SVC(), 'clf__C': 0.001, 'clf__kernel': 'sigmoid', 'ct1__num_pipe__reduce_dim': PCA(n_components=0.95)}",0.1,0.1,0.1,0.1,0.1,0.1,0.0,61
11.182783174514771,0.22396095875799008,2.8444053173065185,0.1549733884785643,SVC(),0.001,sigmoid,passthrough,,,"{'clf': SVC(), 'clf__C': 0.001, 'clf__kernel': 'sigmoid', 'ct1__num_pipe__reduce_dim': 'passthrough'}",0.1,0.1,0.1,0.1,0.1,0.1,0.0,61
11.057672119140625,0.5383147077257386,3.5090192794799804,0.20309131684549345,SVC(),0.001,rbf,PCA(n_components=0.95),,,"{'clf': SVC(), 'clf__C': 0.001, 'clf__kernel': 'rbf', 'ct1__num_pipe__reduce_dim': PCA(n_components=0.95)}",0.1,0.1,0.1,0.1,0.1,0.1,0.0,61
11.221847295761108,0.22739115239558785,3.5817988395690916,0.1485399105319528,SVC(),0.001,rbf,passthrough,,,"{'clf': SVC(), 'clf__C': 0.001, 'clf__kernel': 'rbf', 'ct1__num_pipe__reduce_dim': 'passthrough'}",0.1,0.1,0.1,0.1,0.1,0.1,0.0,61
